annotated_by,category,question
unsupervised,NOT-A-QUESTION,"I mourn Nazimuddin Samad, 28, law student, secular blogger, killed in  Bangladesh."
unsupervised,NOT-A-QUESTION,"I operated on three continents""."
unsupervised,NOT-A-QUESTION,"I sold my $90,000.00 Mercedes G500 and bought 3 Prius's, because I got tired of being pulled over by Police."
unsupervised,NOT-A-QUESTION,I think all  eagles fans need to relax on deSean jackson.
unsupervised,NOT-A-QUESTION,I thought this day would never come.
unsupervised,NOT-A-QUESTION,I took a selfie when I watch McDavid score goal tonight.
unsupervised,NOT-A-QUESTION,"I was diagnosed w Leukemia   age 3 & have been in remission for 12 yrs but apparently I don't live the ""right way""  IAmAPreexistingCondition— E 🌻 ."
unsupervised,NOT-A-QUESTION,I will 100000000000% take you up on this.
unsupervised,NOT-A-QUESTION,I will NEVER use 280 characters nor will I favorite or retweet a tweet with them.
unsupervised,NOT-A-QUESTION,I'll admit it; I was wrong.
unsupervised,NOT-A-QUESTION,I'll always be a sucker for the royals RT  KensingtonRoyal: Look who's turning 2 tomorrow!
unsupervised,NOT-A-QUESTION,I'm not changing nothing on this tattoo.
unsupervised,NOT-A-QUESTION,I'm pretty sure the singing frogs spit on us 🐸   Carly Mallenbaum .
unsupervised,NOT-A-QUESTION,ICYMI smosh was pranked by  dmicelinelson w/  TheHungerGames 4  prankitfwd!
unsupervised,NOT-A-QUESTION,IMF economists found a strong association between lower levels of inequality in developing countries and sustained periods of economic growth.
unsupervised,NOT-A-QUESTION,IPCC author Richard Lindzen has made a number of criticisms of the TAR.
unsupervised,NOT-A-QUESTION,"IPCC reports cover ""the scientific, technical and socio-economic information relevant to understanding the scientific basis of risk of human-induced climate change, its potential impacts and options for adaptation and mitigation."""
unsupervised,NOT-A-QUESTION,ITV also asked the Office of Fair Trading to investigate since it believed Rupert Murdoch's media empire via its newspapers had influenced the deal.
unsupervised,NOT-A-QUESTION,"ITV were the current rights holders, and fought hard to retain the new rights."
unsupervised,NOT-A-QUESTION,IWhenever I close my eyes I picture  ZaynMalik there I'm looking al around my room  zaynmalik 's everywhere— ZayniePleaseComeHome .
unsupervised,NOT-A-QUESTION,If  GER beats  USA and  GHA beats  POR by more than 1 ... Ghana knocks USA out of the  WorldCup for the third time in a row.
unsupervised,NOT-A-QUESTION,"If Chicago doesn't fix the horrible ""carnage"" going on, 228 shootings in 2017 with 42 killings ."
unsupervised,NOT-A-QUESTION,"If Magicicadas appeared at a non-prime number intervals, say every 12 years, then predators appearing every 2, 3, 4, 6, or 12 years would be sure to meet them."
unsupervised,NOT-A-QUESTION,"If NP is not the same as P, then the NP-complete problems are also intractable in this sense."
unsupervised,NOT-A-QUESTION,"If a problem X is in C and hard for C, then X is said to be complete for C. This means that X is the hardest problem in C. (Since many problems could be equally hard, one might say that X is one of the hardest problems in C.) Thus the class of NP-complete problems contains the most difficult problems in NP, in the sense that they are the ones most likely not to be in P. Because the problem P = NP is not solved, being able to reduce a known NP-complete problem, Π2, to another problem, Π1, would indicate that there is no known polynomial-time solution for Π1."
unsupervised,NOT-A-QUESTION,If aliens began watching us this year they probably think all our major national events honor Beyoncé— The Daily Edge .
unsupervised,NOT-A-QUESTION,"If an astronaut places an object with mass in mid-air next to himself, it will remain stationary with respect to the astronaut due to its inertia."
unsupervised,NOT-A-QUESTION,"If graph isomorphism is NP-complete, the polynomial time hierarchy collapses to its second level."
unsupervised,NOT-A-QUESTION,"If its running time is, say, n15, it is unreasonable to consider it efficient and it is still useless except on small instances."
unsupervised,NOT-A-QUESTION,"If member states place considerable obstacles on the use of a product, this can also infringe article 34."
unsupervised,NOT-A-QUESTION,"If the Parliament itself resolves that it should be dissolved (with at least two-thirds of the Members voting in favour), or if the Parliament fails to nominate one of its members to be First Minister within 28 days of a General Election or of the position becoming vacant, the Presiding Officer proposes a date for an extraordinary general election and the Parliament is dissolved by the Queen by royal proclamation."
unsupervised,NOT-A-QUESTION,"If the answer is yes, many important problems can be shown to have more efficient solutions."
unsupervised,NOT-A-QUESTION,"If the mayor vetoes a bill, the Council has 30 days to override the veto by a two-thirds majority vote."
unsupervised,NOT-A-QUESTION,"If the whole Parliament agrees in a vote to the general principles of the bill, it then proceeds to Stage 2."
unsupervised,NOT-A-QUESTION,"If there is audible dissent, the Presiding Officer announces ""There will be a division"" and members vote by means of electronic consoles on their desks."
unsupervised,NOT-A-QUESTION,"If this necessary condition is satisfied, Dirichlet's theorem on arithmetic progressions asserts that the progression contains infinitely many primes."
unsupervised,NOT-A-QUESTION,If two identical fermions (e.g.
unsupervised,NOT-A-QUESTION,"If we allow polynomial variations in running time, Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related"" (Goldreich 2008, Chapter 1.2)."
unsupervised,NOT-A-QUESTION,"If we have a number b that we want to test for primality, then we work out nb (mod b) for a random value of n as our test."
unsupervised,NOT-A-QUESTION,"If you have the need to feel silly, look up  spiritairlines ."
unsupervised,NOT-A-QUESTION,Im giving everyone involved 24 hours to make it right or the world will hear how I really feel.
unsupervised,NOT-A-QUESTION,"Immediately after Decision Time a ""Members Debate"" is held, which lasts for 45 minutes."
unsupervised,NOT-A-QUESTION,"Immediately before the battle, the Venetian fleet had secured a victory in the coast surrounding the city."
unsupervised,NOT-A-QUESTION,"Immigrants arrived from all over the world to search for gold, especially from Ireland and China."
unsupervised,NOT-A-QUESTION,Immunology is a science that examines the structure and function of the immune system.
unsupervised,NOT-A-QUESTION,Immunology is strongly experimental in everyday practice but is also characterized by an ongoing theoretical attitude.
unsupervised,NOT-A-QUESTION,"Imperialism is ""a policy of extending a country's power and influence through colonization, use of military force, or other means""."
unsupervised,NOT-A-QUESTION,"In 1018, Roger de Tosny travelled to the Iberian Peninsula to carve out a state for himself from Moorish lands, but failed."
unsupervised,NOT-A-QUESTION,"In 1064, during the War of Barbastro, William of Montreuil led the papal army and took a huge booty."
unsupervised,NOT-A-QUESTION,"In 1066, Duke William II of Normandy conquered England killing King Harold II at the Battle of Hastings."
unsupervised,NOT-A-QUESTION,"In 1340 he allied himself with Bayan's nephew Toqto'a, who was in discord with Bayan, and banished Bayan by coup."
unsupervised,NOT-A-QUESTION,"In 1348–49, the disease reached Antioch."
unsupervised,NOT-A-QUESTION,"In 1418, Jean's nephew Maciot de Bethencourt sold the rights to the islands to Enrique Pérez de Guzmán, 2nd Count de Niebla."
unsupervised,NOT-A-QUESTION,"In 1466, perhaps 40,000 people died of the plague in Paris."
unsupervised,NOT-A-QUESTION,"In 1564 a group of Norman Huguenots under the leadership of Jean Ribault established the small colony of Fort Caroline on the banks of the St. Johns River in what is today Jacksonville, Florida."
unsupervised,NOT-A-QUESTION,"In 1564, René Goulaine de Laudonnière established the first European settlement, Fort Caroline, on the St. Johns near the main village of the Saturiwa."
unsupervised,NOT-A-QUESTION,"In 1564, Ribault's former lieutenant René Goulaine de Laudonnière launched a second voyage to build a colony; he established Fort Caroline in what is now Jacksonville, Florida."
unsupervised,NOT-A-QUESTION,"In 1565 the Spanish decided to enforce their claim to La Florida, and sent Pedro Menéndez de Avilés, who established the settlement of St. Augustine near Fort Caroline."
unsupervised,NOT-A-QUESTION,"In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in the Polish–Lithuanian Commonwealth."
unsupervised,NOT-A-QUESTION,In 1628 the Huguenots established a congregation as L'Église française à la Nouvelle-Amsterdam (the French church in New Amsterdam).
unsupervised,NOT-A-QUESTION,"In 1638, the college became home for North America's first known printing press, carried by the ship John of London."
unsupervised,NOT-A-QUESTION,"In 1639, the college was renamed Harvard College after deceased clergyman John Harvard, who was an alumnus of the University of Cambridge."
unsupervised,NOT-A-QUESTION,"In 1685, Rev."
unsupervised,NOT-A-QUESTION,"In 1685, he issued the Edict of Fontainebleau, revoking the Edict of Nantes and declaring Protestantism illegal."
unsupervised,NOT-A-QUESTION,"In 1755, the British captured Fort Beauséjour on the border separating Nova Scotia from Acadia; soon afterward they ordered the expulsion of the Acadians."
unsupervised,NOT-A-QUESTION,"In 1767 political activity caused exploitation of the East India Company causing the plundering of the local economy, almost bringing the company into bankruptcy."
unsupervised,NOT-A-QUESTION,In 1785 he presented a paper entitled Theory of the Earth to the Royal Society of Edinburgh.
unsupervised,NOT-A-QUESTION,"In 1806 during the Napoleonic Wars, the city became the official capital of the Grand Duchy of Warsaw, a puppet state of the First French Empire established by Napoleon Bonaparte."
unsupervised,NOT-A-QUESTION,"In 1807, Maclure commenced the self-imposed task of making a geological survey of the United States."
unsupervised,NOT-A-QUESTION,"In 1840, the Rhine crisis, prompted by French prime minister Adolphe Thiers's desire to reinstate the Rhine as a natural border, led to a diplomatic crisis and a wave of nationalism in Germany."
unsupervised,NOT-A-QUESTION,"In 1846, the natural history lectures of Louis Agassiz were acclaimed both in New York and on the campus at Harvard College."
unsupervised,NOT-A-QUESTION,"In 1854 at Ballarat there was an armed rebellion against the government of Victoria by miners protesting against mining taxes (the ""Eureka Stockade"")."
unsupervised,NOT-A-QUESTION,"In 1884 the leading exponent of colonialism, Jules Ferry declared France had a civilising mission: ""The higher races have a right over the lower races, they have a duty to civilize the inferior""."
unsupervised,NOT-A-QUESTION,"In 1896, the university affiliated with Shimer College in Mount Carroll, Illinois."
unsupervised,NOT-A-QUESTION,"In 1900, the Los Angeles Times defined southern California as including ""the seven counties of Los Angeles, San Bernardino, Orange, Riverside, San Diego, Ventura and Santa Barbara."""
unsupervised,NOT-A-QUESTION,"In 1903, Harvard Stadium introduced a new era into football with the first-ever permanent reinforced concrete stadium of its kind in the country."
unsupervised,NOT-A-QUESTION,In 1916 the college moved to what is now the site of Fresno City College one-half mile north of the Tower District.
unsupervised,NOT-A-QUESTION,"In 1927 a zoological garden (Ogród Zoologiczny) was established on the park grounds, and in 1952 a bear run, still open today."
unsupervised,NOT-A-QUESTION,"In 1932 the German encyclopedia Knaurs Lexikon stated the length as 1,320 kilometres (820 miles), presumably a typographical error."
unsupervised,NOT-A-QUESTION,"In 1933, out of 1,178,914 inhabitants 833,500 were of Polish mother tongue."
unsupervised,NOT-A-QUESTION,"In 1939, c. 1,300,000 people lived in Warsaw, but in 1945 – only 420,000."
unsupervised,NOT-A-QUESTION,"In 1943, he asked the faculty make a definitive statement about what general education ought to be, at the secondary as well as the college level."
unsupervised,NOT-A-QUESTION,"In 1955, Eero Saarinen was contracted to develop a second master plan, which led to the construction of buildings both north and south of the Midway, including the Laird Bell Law Quadrangle (a complex designed by Saarinen); a series of arts buildings; a building designed by Ludwig Mies van der Rohe for the university's School of Social Service Administration;, a building which is to become the home of the Harris School of Public Policy Studies by Edward Durrell Stone, and the Regenstein Library, the largest building on campus, a brutalist structure designed by Walter Netsch of the Chicago firm Skidmore, Owings & Merrill."
unsupervised,NOT-A-QUESTION,In 1964 all 15 of Duval County's public high schools lost their accreditation.
unsupervised,NOT-A-QUESTION,"In 1967, Manuel Blum developed an axiomatic complexity theory based on his axioms and proved an important result, the so-called, speed-up theorem."
unsupervised,NOT-A-QUESTION,"In 1972, Richard Karp took this idea a leap forward with his landmark paper, ""Reducibility Among Combinatorial Problems"", in which he showed that 21 diverse combinatorial and graph theoretical problems, each infamous for its computational intractability, are NP-complete."
unsupervised,NOT-A-QUESTION,"In 1973, Nixon named William E. Simon as the first Administrator of the Federal Energy Office, a short-term organization created to coordinate the response to the embargo."
unsupervised,NOT-A-QUESTION,"In 1976, BankAmericard was renamed and spun off into a separate company known today as Visa Inc."
unsupervised,NOT-A-QUESTION,"In 1992, the Democratic Republic of Afghanistan ruled by communist forces collapsed, and democratic Islamist elements of mujahdeen founded the Islamic State of Afghanistan."
unsupervised,NOT-A-QUESTION,"In 1995 the factory was purchased by the South Korean car manufacturer Daewoo, which assembled the Tico, Espero, Nubia, Tacuma, Leganza, Lanos and Matiz there for the European market."
unsupervised,NOT-A-QUESTION,"In 1996, a more conservative and anti-democratic Islamist movement known as the Taliban rose to power, defeated most of the warlords and took over roughly 80% of Afghanistan."
unsupervised,NOT-A-QUESTION,In 1997 Janet released an anthem to a friend she lost to HIV/AIDS called Together Again.
unsupervised,NOT-A-QUESTION,"In 1999 the European Council set up a body tasked with drafting a European Charter of Human Rights, which could form the constitutional basis for the European Union and as such tailored specifically to apply to the European Union and its institutions."
unsupervised,NOT-A-QUESTION,"In 1999, the Times added a newer county—Imperial—to that list."
unsupervised,NOT-A-QUESTION,"In 2001, 16 national science academies issued a joint statement on climate change."
unsupervised,NOT-A-QUESTION,"In 2002, the Associate Director of Student Activities estimated that 8–10 percent of undergraduates were members of fraternities or sororities."
unsupervised,NOT-A-QUESTION,"In 2003–04, Victorian commercial fishing crews and aquaculture industry produced 11,634 tonnes of seafood valued at nearly A$109 million."
unsupervised,NOT-A-QUESTION,"In 2003–04, Victorian farmers produced more than 3 million tonnes of wheat and 2 million tonnes of barley."
unsupervised,NOT-A-QUESTION,"In 2005 the factory was sold to AvtoZAZ, a Ukrainian car manufacturer which assembled there the Chevrolet Aveo."
unsupervised,NOT-A-QUESTION,"In 2005, parts of the Amazon basin experienced the worst drought in one hundred years, and there were indications that 2006 could have been a second successive year of drought."
unsupervised,NOT-A-QUESTION,"In 2006, 304,016 companies were registered in the city."
unsupervised,NOT-A-QUESTION,"In 2009, Harvard offered grants totaling $414 million across all eleven divisions;[further explanation needed] $340 million came from institutional funds, $35 million from federal support, and $39 million from other outside support."
unsupervised,NOT-A-QUESTION,"In 2010 a salary survey revealed the differences in remuneration between different roles, sectors and locations in the construction and built environment industry."
unsupervised,NOT-A-QUESTION,"In 2010 the Amazon rainforest experienced another severe drought, in some ways more extreme than the 2005 drought."
unsupervised,NOT-A-QUESTION,In 2011 the board of Pharmaceutical Specialties approved ambulatory care pharmacy practice as a separate board certification.
unsupervised,NOT-A-QUESTION,"In 2011, the Mines ParisTech : Professional Ranking World Universities ranked Harvard 1st university in the world in terms of number of alumni holding CEO position in Fortune Global 500 companies."
unsupervised,NOT-A-QUESTION,"In 2011, the university completed the glass dome-shaped Joe and Rika Mansueto Library, which provides a grand reading room for the university library and prevents the need for an off-campus book depository."
unsupervised,NOT-A-QUESTION,"In 2012 it investigated the Maltese Commissioner for Health, John Dalli, who quickly resigned after allegations that he received a €60m bribe in connection with a Tobacco Products Directive."
unsupervised,NOT-A-QUESTION,In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world.
unsupervised,NOT-A-QUESTION,"In 2012-2013, the Core classes at Chicago were limited to 17 students, and are generally led by a full-time professor (as opposed to a teaching assistant)."
unsupervised,NOT-A-QUESTION,"In 2014, ENR compiled the data in nine market segments."
unsupervised,NOT-A-QUESTION,"In 2014, Harvard topped the University Ranking by Academic Performance (URAP)."
unsupervised,NOT-A-QUESTION,"In 2014, the group proclaimed itself a caliphate, with religious, political and military authority over all Muslims worldwide."
unsupervised,NOT-A-QUESTION,"In 2015, the College of the University of Chicago had an acceptance rate of 7.8% for the Class of 2019, the lowest in the college's history."
unsupervised,NOT-A-QUESTION,"In 30 minutes, as a show of power,  taylorswift13 will blot out the sun.— Joseph Kahn ."
unsupervised,NOT-A-QUESTION,"In Aristotle's view, the terrestrial sphere contained four elements that come to rest at different ""natural places"" therein."
unsupervised,NOT-A-QUESTION,"In Berlin, the Huguenots created two new neighbourhoods: Dorotheenstadt and Friedrichstadt."
unsupervised,NOT-A-QUESTION,"In China, the polymath Shen Kuo (1031–1095) formulated a hypothesis for the process of land formation: based on his observation of fossil animal shells in a geological stratum in a mountain hundreds of miles from the ocean, he inferred that the land was formed by erosion of the mountains and by deposition of silt."
unsupervised,NOT-A-QUESTION,"In England, in the absence of census figures, historians propose a range of preincident population figures from as high as 7 million to as low as 4 million in 1300, and a postincident population figure as low as 2 million."
unsupervised,NOT-A-QUESTION,"In England, the period of Norman architecture immediately succeeds that of the Anglo-Saxon and precedes the Early Gothic."
unsupervised,NOT-A-QUESTION,"In Europe there are old pharmacies still operating in Dubrovnik, Croatia, located inside the Franciscan monastery, opened in 1317; and in the Town Hall Square of Tallinn, Estonia, dating from at least 1422."
unsupervised,NOT-A-QUESTION,"In Europe, however, those stages were considerably mixed, and it remains unclear whether the ""endgame"" should be the same as a state, traditionally understood."
unsupervised,NOT-A-QUESTION,"In Europe, the North American theater of the Seven Years' War usually is not given a separate name."
unsupervised,NOT-A-QUESTION,"In February 2010, in response to controversies regarding claims in the Fourth Assessment Report, five climate scientists – all contributing or lead IPCC report authors – wrote in the journal Nature calling for changes to the IPCC."
unsupervised,NOT-A-QUESTION,"In February 2011 BSkyB discontinued the non-HD variant of its Multiroom box, offering a smaller version of the SkyHD box without Sky+ functionality."
unsupervised,NOT-A-QUESTION,"In February 2015, Sky bid £4.2bn for a package of 120 premier league games across the three seasons from 2016."
unsupervised,NOT-A-QUESTION,"In February they launched a daring raid against the position across the frozen Lake George, destroying storehouses and buildings outside the main fortification."
unsupervised,NOT-A-QUESTION,"In Groener v Minister for Education the Court of Justice accepted that a requirement to speak Gaelic to teach in a Dublin design college could be justified as part of the public policy of promoting the Irish language, but only if the measure was not disproportionate."
unsupervised,NOT-A-QUESTION,"In HIV, the envelope that covers the virion is formed from the outermost membrane of the host cell; such ""self-cloaked"" viruses make it difficult for the immune system to identify them as ""non-self"" structures."
unsupervised,NOT-A-QUESTION,"In Hendrix v Employee Insurance Institute the Court of Justice held that a Dutch national was not entitled to continue receiving incapacity benefits when he moved to Belgium, because the benefit was ""closely linked to the socio-economic situation"" of the Netherlands."
unsupervised,NOT-A-QUESTION,"In India, private schools are called independent schools, but since some private schools receive financial aid from the government, it can be an aided or an unaided school."
unsupervised,NOT-A-QUESTION,"In March 1965, we featured Jenny Jackson, our first black Playmate."
unsupervised,NOT-A-QUESTION,"In May 2006, the Irish broadcaster Setanta Sports was awarded two of the six Premier League packages that the English FA offered to broadcasters."
unsupervised,NOT-A-QUESTION,"In Mongolian, Dai Ön (Great Yuan) is often used in conjunction with the ""Yeke Mongghul Ulus"" (lit."
unsupervised,NOT-A-QUESTION,"In November 2010, Wikileaks leaked confidential diplomatic cables pertaining to the United States and its allies which revealed that the late Saudi King Abdullah urged the United States to attack Iran in order to destroy its potential nuclear weapons program, describing Iran as ""a snake whose head should be cut off without any procrastination."""
unsupervised,NOT-A-QUESTION,"In October 2010, medical geneticists suggested that all three of the great waves of the plague originated in China."
unsupervised,NOT-A-QUESTION,"In Pakistan this Islamization from above was ""probably"" more complete ""than under any other regime except those in Iran and Sudan,"" but Zia-ul-Haq was also criticized by many Islamists for imposing ""symbols"" rather than substance, and using Islamization to legitimize his means of seizing power."
unsupervised,NOT-A-QUESTION,In Randolph County where the 5 rivers are flooding Pocahontas.
unsupervised,NOT-A-QUESTION,"In September 1760, and before any hostilities erupted, Governor Vaudreuil negotiated from Montreal a capitulation with General Amherst."
unsupervised,NOT-A-QUESTION,"In September 1958, Bank of America launched a new product called BankAmericard in Fresno."
unsupervised,NOT-A-QUESTION,"In September 2012, according to the Institute for Policy Studies, ""over 60 percent"" of the Forbes richest 400 Americans ""grew up in substantial privilege""."
unsupervised,NOT-A-QUESTION,"In Walter Rau Lebensmittelwerke v De Smedt PVBA the Court of Justice found that a Belgian law requiring all margarine to be in cube shaped packages infringed article 34, and was not justified by the pursuit of consumer protection."
unsupervised,NOT-A-QUESTION,"In Wandsworth, their gardening skills benefited the Battersea market gardens."
unsupervised,NOT-A-QUESTION,"In Warsaw, its districts additionally have some of powiat's entitlements – like already mentioned car registration."
unsupervised,NOT-A-QUESTION,"In World War II, it was recognised that the Rhine would present a formidable natural obstacle to the invasion of Germany, by the Western Allies."
unsupervised,NOT-A-QUESTION,"In a 2003 case, Commission v Italy Italian law required that cocoa products that included other vegetable fats could not be labelled as ""chocolate""."
unsupervised,NOT-A-QUESTION,"In a 2006 letter to Nature, Mann, Bradley, and Hughes pointed out that their original article had said that ""more widespread high-resolution data are needed before more confident conclusions can be reached"" and that the uncertainties were ""the point of the article""."
unsupervised,NOT-A-QUESTION,"In a famous case, the Belgian Football Association v Bosman, a Belgian footballer named Jean-Marc Bosman claimed that he should be able to transfer from R.F.C."
unsupervised,NOT-A-QUESTION,"In a separate operation, the Ludendorff Bridge, crossing the Rhine at Remagen, became famous, when U.S. forces were able to capture it intact – much to their own surprise – after the Germans failed to demolish it."
unsupervised,NOT-A-QUESTION,"In accordance with the decisions of the Congress of Vienna, the Russian Empire annexed Warsaw in 1815 and it became part of the ""Congress Kingdom""."
unsupervised,NOT-A-QUESTION,"In addition to climate assessment reports, the IPCC is publishing Special Reports on specific topics."
unsupervised,NOT-A-QUESTION,"In addition to renewing the efforts to capture Niagara, Crown Point and Duquesne, he proposed attacks on Fort Frontenac on the north shore of Lake Ontario and an expedition through the wilderness of the Maine district and down the Chaudière River to attack the city of Quebec."
unsupervised,NOT-A-QUESTION,"In addition to supplying these drugs, specialty pharmacies also provide lab monitoring, adherence counseling, and assist patients with cost-containment strategies needed to obtain their expensive specialty drugs."
unsupervised,NOT-A-QUESTION,"In addition to the Riemann hypothesis, many more conjectures revolving about primes have been posed."
unsupervised,NOT-A-QUESTION,"In addition, extension of the Florida East Coast Railway further south drew visitors to other areas."
unsupervised,NOT-A-QUESTION,"In addition, immunological tolerance may develop against tumor antigens, so the immune system no longer attacks the tumor cells."
unsupervised,NOT-A-QUESTION,"In addition, these processes can occur in stages."
unsupervised,NOT-A-QUESTION,"In case you missed it, here's your first look at Jamie Bell's The Thing:  FantasticFour Empire Magazine ."
unsupervised,NOT-A-QUESTION,"In complexity theory, problems that lack polynomial-time solutions are considered to be intractable for more than the smallest inputs."
unsupervised,NOT-A-QUESTION,"In contrast, catastrophism is the theory that Earth's features formed in single, catastrophic events and remained unchanged thereafter."
unsupervised,NOT-A-QUESTION,"In early August, Montcalm and 7,000 troops besieged the fort, which capitulated with an agreement to withdraw under parole."
unsupervised,NOT-A-QUESTION,"In electricity production, the high speed of turbine rotation matches well with the speed of modern electric generators, which are typically direct connected to their driving turbines."
unsupervised,NOT-A-QUESTION,"In fact, most EU law is applied by member state courts (the English Court of Appeal, the German Bundesgerichtshof, the Belgian Cour du travail, etc.)"
unsupervised,NOT-A-QUESTION,"In fall 2010, the University of Chicago also opened a center in Beijing, near Renmin University's campus in Haidian District."
unsupervised,NOT-A-QUESTION,"In front of the Presiding Officers' desk is the parliamentary mace, which is made from silver and inlaid with gold panned from Scottish rivers and inscribed with the words: Wisdom, Compassion, Justice and Integrity."
unsupervised,NOT-A-QUESTION,"In front of the field of macrocilia, on the mouth ""lips"" in some species of Beroe, is a pair of narrow strips of adhesive epithelial cells on the stomach wall that ""zip"" the mouth shut when the animal is not feeding, by forming intercellular connections with the opposite adhesive strip."
unsupervised,NOT-A-QUESTION,"In his Allahabad Address on 29 December 1930, Iqbal outlined a vision of an independent state for Muslim-majority provinces in northwestern India."
unsupervised,NOT-A-QUESTION,"In his paper, he explained his theory that the Earth must be much older than had previously been supposed in order to allow enough time for mountains to be eroded and for sediments to form new rocks at the bottom of the sea, which in turn were raised up to become dry land."
unsupervised,NOT-A-QUESTION,"In his speech on the UN conference in 1960, he announced the continuation of the war on imperialism, stating that soon the people of different countries will come together and overthrow their imperialist leaders."
unsupervised,NOT-A-QUESTION,"In his travels to Egypt, Afghanistan, Palestine and Syria, he promoted ideas of greater Islamic political co-operation and unity, calling for the shedding of nationalist differences."
unsupervised,NOT-A-QUESTION,"In his writings Lenin portrayed Imperialism as a natural extension of capitalism that arose from need for capitalist economies to constantly expand investment, material resources and manpower in such a way that necessitated colonial expansion."
unsupervised,NOT-A-QUESTION,"In honor of the occasion, then-Mayor Hans Tanzler posed with actress Lee Meredith behind a sign marking the new border of the ""Bold New City of the South"" at Florida 13 and Julington Creek."
unsupervised,NOT-A-QUESTION,"In its focus on the Caliphate, the party takes a different view of Muslim history than some other Islamists such as Muhammad Qutb."
unsupervised,NOT-A-QUESTION,"In its harshest form it preached that Muslims should not only ""always oppose"" infidels ""in every way,"" but ""hate them for their religion ... for Allah's sake,"" that democracy ""is responsible for all the horrible wars of the 20th century,"" that Shia and other non-Wahhabi Muslims were infidels, etc."
unsupervised,NOT-A-QUESTION,"In literature, author of the New York Times bestseller Before I Fall Lauren Oliver, Pulitzer Prize winning novelist Philip Roth, Canadian-born Pulitzer Prize and Nobel Prize for Literature winning writer Saul Bellow, political philosopher, literary critic and author of the New York Times bestseller ""The Closing of the American Mind"" Allan Bloom, ''The Good War"" author Studs Terkel, American writer, essayist, filmmaker, teacher, and political activist Susan Sontag, analytic philosopher and Stanford University Professor of Comparative Literature Richard Rorty, and American writer and satirist Kurt Vonnegut are notable alumni."
unsupervised,NOT-A-QUESTION,"In many countries, there is a Gender pay gap in favor of males in the labor market."
unsupervised,NOT-A-QUESTION,"In many places, the Grand Canyon in the southwestern United States being a very visible example, the lower rock units were metamorphosed and deformed, and then deformation ended and the upper, undeformed units were deposited."
unsupervised,NOT-A-QUESTION,In many poor and developing countries much land and housing is held outside the formal or legal property ownership registration system.
unsupervised,NOT-A-QUESTION,"In marine service, (pioneered on the Turbinia), steam turbines with reduction gearing (although the Turbinia has direct turbines to propellers with no reduction gearbox) dominated large ship propulsion throughout the late 20th century, being more efficient (and requiring far less maintenance) than reciprocating steam engines."
unsupervised,NOT-A-QUESTION,"In most reciprocating piston engines, the steam reverses its direction of flow at each stroke (counterflow), entering and exhausting from the cylinder by the same port."
unsupervised,NOT-A-QUESTION,"In much of the U.S. South, many white students migrated to the academies, while public schools became in turn more heavily concentrated with African-American students (see List of private schools in Mississippi)."
unsupervised,NOT-A-QUESTION,"In nature, singlet oxygen is commonly formed from water during photosynthesis, using the energy of sunlight."
unsupervised,NOT-A-QUESTION,"In northwest Europe, it saw two very cold phases, peaking around 70,000 BP and around 29,000–24,000 BP."
unsupervised,NOT-A-QUESTION,"In official Chinese histories, the Yuan dynasty bore the Mandate of Heaven, following the Song dynasty and preceding the Ming dynasty."
unsupervised,NOT-A-QUESTION,"In one experiment, Lavoisier observed that there was no overall increase in weight when tin and air were heated in a closed container."
unsupervised,NOT-A-QUESTION,"In other states, lines at gasoline stations were common."
unsupervised,NOT-A-QUESTION,"In other words, to phrase matters more technically, the laws of physics are the same in every inertial frame of reference, that is, in all frames related by a Galilean transformation."
unsupervised,NOT-A-QUESTION,"In particular, Newton determined that the acceleration of the Moon around the Earth could be ascribed to the same force of gravity if the acceleration due to gravity decreased as an inverse square law."
unsupervised,NOT-A-QUESTION,"In particular, it has consistently topped the Academic Ranking of World Universities (ARWU) since 2003, and the THE World Reputation Rankings since 2011, when the first time such league tables were published."
unsupervised,NOT-A-QUESTION,"In particular, it is known that Gandhi would often quote Shelley's Masque of Anarchy to vast audiences during the campaign for a free India."
unsupervised,NOT-A-QUESTION,"In particular, the city's metro, roads, sidewalks, health care facilities and sanitation facilities have improved markedly."
unsupervised,NOT-A-QUESTION,"In particular, the simplest assumption is that primes should have no significant irregularities without good reason."
unsupervised,NOT-A-QUESTION,"In practice free trade, without standards to ensure fair trade, can benefit some people and groups within countries (particularly big business) much more than others, but will burden people who lack bargaining power in an expanding market, particularly workers, consumers, small business, developing industries, and communities."
unsupervised,NOT-A-QUESTION,"In recent decades, reciprocating Diesel engines, and gas turbines, have almost entirely supplanted steam propulsion for marine applications."
unsupervised,NOT-A-QUESTION,In recent years the characteristic that has strongly correlated with health in developed countries is income inequality.
unsupervised,NOT-A-QUESTION,"In some rural areas in the United Kingdom, there are dispensing physicians who are allowed to both prescribe and dispense prescription-only medicines to their patients from within their practices."
unsupervised,NOT-A-QUESTION,In some states such North Carolina and New Mexico these pharmacist clinicians are given collaborative prescriptive and diagnostic authority.
unsupervised,NOT-A-QUESTION,"In southern Europe, the stage was set in the Triassic Period of the Mesozoic Era, with the opening of the Tethys Ocean, between the Eurasian and African tectonic plates, between about 240 MBP and 220 MBP (million years before present)."
